message_content,arrival_time,processing_time,completion_time
Msg de hilo 29 - Time: 1771100625.0125856,2026-02-14T20:31:35.594095,0.3425,2026-02-14T20:31:35.937054
Msg de hilo 10 - Time: 1771100625.074279,2026-02-14T20:31:35.938609,0.1626,2026-02-14T20:31:36.101495
Msg de hilo 40 - Time: 1771100625.197624,2026-02-14T20:31:36.102395,0.0907,2026-02-14T20:31:36.193326
Msg de hilo 30 - Time: 1771100625.2441068,2026-02-14T20:31:36.194151,0.1517,2026-02-14T20:31:36.346057
Msg de hilo 36 - Time: 1771100625.3376853,2026-02-14T20:31:36.346857,1.2220,2026-02-14T20:31:37.570204
Msg de hilo 21 - Time: 1771100625.3376853,2026-02-14T20:31:37.571113,0.4128,2026-02-14T20:31:37.984439
Msg de hilo 35 - Time: 1771100625.353266,2026-02-14T20:31:37.985398,0.4490,2026-02-14T20:31:38.433686
Msg de hilo 23 - Time: 1771100625.4628825,2026-02-14T20:31:38.434629,0.9300,2026-02-14T20:31:39.365748
Msg de hilo 33 - Time: 1771100625.4784763,2026-02-14T20:31:39.366590,0.2076,2026-02-14T20:31:39.574544
Msg de hilo 13 - Time: 1771100625.6036077,2026-02-14T20:31:39.575336,0.8083,2026-02-14T20:31:40.384584
Msg de hilo 47 - Time: 1771100625.6196086,2026-02-14T20:31:40.385532,0.0880,2026-02-14T20:31:40.473738
Msg de hilo 25 - Time: 1771100625.6822808,2026-02-14T20:31:40.474735,1.3452,2026-02-14T20:31:41.821399
Msg de hilo 31 - Time: 1771100625.6976082,2026-02-14T20:31:41.822340,0.1256,2026-02-14T20:31:41.948174
Msg de hilo 11 - Time: 1771100625.759226,2026-02-14T20:31:41.949020,0.8837,2026-02-14T20:31:42.833784
Msg de hilo 0 - Time: 1771100625.9766998,2026-02-14T20:31:42.834935,0.5969,2026-02-14T20:31:43.432550
Msg de hilo 12 - Time: 1771100626.0080924,2026-02-14T20:31:43.433422,0.4914,2026-02-14T20:31:43.925373
Msg de hilo 3 - Time: 1771100626.0080924,2026-02-14T20:31:43.926186,0.7324,2026-02-14T20:31:44.659403
Msg de hilo 43 - Time: 1771100626.0706215,2026-02-14T20:31:44.660326,0.1907,2026-02-14T20:31:44.851352
Msg de hilo 8 - Time: 1771100626.194589,2026-02-14T20:31:44.852242,0.0761,2026-02-14T20:31:44.928557
Msg de hilo 4 - Time: 1771100626.2561147,2026-02-14T20:31:44.929441,0.0579,2026-02-14T20:31:44.987521
Msg de hilo 44 - Time: 1771100626.3803606,2026-02-14T20:31:44.988327,0.3322,2026-02-14T20:31:45.320941
Msg de hilo 37 - Time: 1771100626.4723694,2026-02-14T20:31:45.321922,0.4799,2026-02-14T20:31:45.802366
Msg de hilo 9 - Time: 1771100626.5334737,2026-02-14T20:31:45.803152,0.1201,2026-02-14T20:31:45.923442
Msg de hilo 26 - Time: 1771100626.548699,2026-02-14T20:31:45.924275,1.2890,2026-02-14T20:31:47.214680
Msg de hilo 39 - Time: 1771100626.548699,2026-02-14T20:31:47.215411,0.3298,2026-02-14T20:31:47.545688
Msg de hilo 7 - Time: 1771100626.5797496,2026-02-14T20:31:47.546587,0.0846,2026-02-14T20:31:47.631403
Msg de hilo 22 - Time: 1771100626.6410916,2026-02-14T20:31:47.632124,0.1268,2026-02-14T20:31:47.759185
Msg de hilo 27 - Time: 1771100626.6410916,2026-02-14T20:31:47.759987,0.6818,2026-02-14T20:31:48.442570
Msg de hilo 18 - Time: 1771100626.6415982,2026-02-14T20:31:48.443412,0.0780,2026-02-14T20:31:48.521561
Msg de hilo 5 - Time: 1771100626.6564262,2026-02-14T20:31:48.522366,0.0980,2026-02-14T20:31:48.620603
Msg de hilo 6 - Time: 1771100626.7334821,2026-02-14T20:31:48.621467,0.7968,2026-02-14T20:31:49.419204
Msg de hilo 46 - Time: 1771100626.7798266,2026-02-14T20:31:49.420089,1.2255,2026-02-14T20:31:50.646873
Msg de hilo 2 - Time: 1771100626.8108904,2026-02-14T20:31:50.647918,0.0883,2026-02-14T20:31:50.736362
Msg de hilo 42 - Time: 1771100626.8108904,2026-02-14T20:31:50.737143,0.5943,2026-02-14T20:31:51.332102
Msg de hilo 32 - Time: 1771100626.8584788,2026-02-14T20:31:51.332975,0.6766,2026-02-14T20:31:52.010357
Msg de hilo 34 - Time: 1771100627.1699915,2026-02-14T20:31:52.011244,0.7378,2026-02-14T20:31:52.749857
Msg de hilo 40 - Time: 1771100627.2165663,2026-02-14T20:31:52.750740,0.1528,2026-02-14T20:31:52.903795
Msg de hilo 49 - Time: 1771100627.2630012,2026-02-14T20:31:52.904648,0.0494,2026-02-14T20:31:52.954171
Msg de hilo 14 - Time: 1771100627.371378,2026-02-14T20:31:52.955137,0.0229,2026-02-14T20:31:52.978189
Msg de hilo 28 - Time: 1771100627.371378,2026-02-14T20:31:52.979007,0.3993,2026-02-14T20:31:53.378798
Msg de hilo 38 - Time: 1771100627.4488163,2026-02-14T20:31:53.379579,0.1889,2026-02-14T20:31:53.568727
Msg de hilo 10 - Time: 1771100627.5265813,2026-02-14T20:31:53.569576,0.4732,2026-02-14T20:31:54.043334
Msg de hilo 24 - Time: 1771100627.5420492,2026-02-14T20:31:54.044153,0.1626,2026-02-14T20:31:54.207141
Msg de hilo 19 - Time: 1771100627.588758,2026-02-14T20:31:54.207997,0.0675,2026-02-14T20:31:54.275675
Msg de hilo 16 - Time: 1771100627.588758,2026-02-14T20:31:54.276551,0.0197,2026-02-14T20:31:54.296416
Msg de hilo 29 - Time: 1771100627.6353467,2026-02-14T20:31:54.297239,0.1249,2026-02-14T20:31:54.422388
Msg de hilo 31 - Time: 1771100627.7291365,2026-02-14T20:31:54.423182,0.0085,2026-02-14T20:31:54.431811
Msg de hilo 35 - Time: 1771100627.7451746,2026-02-14T20:31:54.432505,0.5664,2026-02-14T20:31:54.999568
Msg de hilo 20 - Time: 1771100627.7765057,2026-02-14T20:31:55.000386,1.9450,2026-02-14T20:31:56.947471
Msg de hilo 11 - Time: 1771100627.7765057,2026-02-14T20:31:56.948362,0.6791,2026-02-14T20:31:57.628232
Msg de hilo 48 - Time: 1771100627.8228896,2026-02-14T20:31:57.629045,0.1323,2026-02-14T20:31:57.761671
Msg de hilo 41 - Time: 1771100627.8228896,2026-02-14T20:31:57.762561,0.6766,2026-02-14T20:31:58.439974
Msg de hilo 23 - Time: 1771100627.870421,2026-02-14T20:31:58.440873,0.5097,2026-02-14T20:31:58.951163
Msg de hilo 33 - Time: 1771100627.885607,2026-02-14T20:31:58.952090,0.7054,2026-02-14T20:31:59.658264
Msg de hilo 47 - Time: 1771100627.947228,2026-02-14T20:31:59.659162,0.0169,2026-02-14T20:31:59.676240
Msg de hilo 25 - Time: 1771100628.070299,2026-02-14T20:31:59.677018,1.0398,2026-02-14T20:32:00.718001
Msg de hilo 36 - Time: 1771100628.116543,2026-02-14T20:32:00.718848,0.6825,2026-02-14T20:32:01.402175
Msg de hilo 17 - Time: 1771100628.2398815,2026-02-14T20:32:01.403326,0.1048,2026-02-14T20:32:01.508385
Msg de hilo 45 - Time: 1771100628.2398815,2026-02-14T20:32:01.509234,0.4336,2026-02-14T20:32:01.943388
Msg de hilo 1 - Time: 1771100628.3480585,2026-02-14T20:32:01.944274,0.2361,2026-02-14T20:32:02.180727
Msg de hilo 30 - Time: 1771100628.4412222,2026-02-14T20:32:02.181569,0.0882,2026-02-14T20:32:02.269995
Msg de hilo 15 - Time: 1771100628.5034997,2026-02-14T20:32:02.270931,1.1356,2026-02-14T20:32:03.407760
Msg de hilo 12 - Time: 1771100628.550383,2026-02-14T20:32:03.408657,0.4326,2026-02-14T20:32:03.841519
Msg de hilo 43 - Time: 1771100628.5969625,2026-02-14T20:32:03.842379,0.4499,2026-02-14T20:32:04.292837
Msg de hilo 37 - Time: 1771100628.6284652,2026-02-14T20:32:04.293669,0.1744,2026-02-14T20:32:04.468471
Msg de hilo 21 - Time: 1771100628.7984443,2026-02-14T20:32:04.469273,1.4907,2026-02-14T20:32:05.961574
Msg de hilo 6 - Time: 1771100628.829688,2026-02-14T20:32:05.962447,0.5427,2026-02-14T20:32:06.505838
Msg de hilo 5 - Time: 1771100628.8917038,2026-02-14T20:32:06.506735,0.2680,2026-02-14T20:32:06.775118
Msg de hilo 42 - Time: 1771100629.0787148,2026-02-14T20:32:06.775928,1.2837,2026-02-14T20:32:08.059728
Msg de hilo 22 - Time: 1771100629.0944297,2026-02-14T20:32:08.060500,0.0746,2026-02-14T20:32:08.135300
Msg de hilo 46 - Time: 1771100629.1095858,2026-02-14T20:32:08.136231,0.2050,2026-02-14T20:32:08.339738
Msg de hilo 3 - Time: 1771100629.1714664,2026-02-14T20:32:08.340920,0.5280,2026-02-14T20:32:08.869639
Msg de hilo 13 - Time: 1771100629.358599,2026-02-14T20:32:08.870624,0.0563,2026-02-14T20:32:08.927106
Msg de hilo 49 - Time: 1771100629.374627,2026-02-14T20:32:08.927946,0.5742,2026-02-14T20:32:09.502783
Msg de hilo 26 - Time: 1771100629.437045,2026-02-14T20:32:09.503567,0.2881,2026-02-14T20:32:09.792065
Msg de hilo 18 - Time: 1771100629.4680836,2026-02-14T20:32:09.792915,0.0128,2026-02-14T20:32:09.805859
Msg de hilo 9 - Time: 1771100629.4995394,2026-02-14T20:32:09.806661,0.0296,2026-02-14T20:32:09.836398
Msg de hilo 44 - Time: 1771100629.5931876,2026-02-14T20:32:09.837248,0.0708,2026-02-14T20:32:09.908279
Msg de hilo 2 - Time: 1771100629.6091957,2026-02-14T20:32:09.909603,0.0457,2026-02-14T20:32:09.955486
Msg de hilo 32 - Time: 1771100629.6703575,2026-02-14T20:32:09.956490,0.1682,2026-02-14T20:32:10.124926
Msg de hilo 7 - Time: 1771100629.685778,2026-02-14T20:32:10.125746,0.2939,2026-02-14T20:32:10.420037
Msg de hilo 0 - Time: 1771100629.685778,2026-02-14T20:32:10.420830,0.8587,2026-02-14T20:32:11.280482
Msg de hilo 27 - Time: 1771100629.8093903,2026-02-14T20:32:11.281307,0.7458,2026-02-14T20:32:12.027942
Msg de hilo 34 - Time: 1771100629.8874075,2026-02-14T20:32:12.028786,0.0290,2026-02-14T20:32:12.057958
Msg de hilo 8 - Time: 1771100629.9030776,2026-02-14T20:32:12.058685,0.0939,2026-02-14T20:32:12.152826
Msg de hilo 20 - Time: 1771100629.9030776,2026-02-14T20:32:12.153811,0.4504,2026-02-14T20:32:12.604768
Msg de hilo 4 - Time: 1771100630.0116255,2026-02-14T20:32:12.605614,0.1339,2026-02-14T20:32:12.739768
Msg de hilo 28 - Time: 1771100630.0741332,2026-02-14T20:32:12.740640,1.3800,2026-02-14T20:32:14.122140
Msg de hilo 29 - Time: 1771100630.1980503,2026-02-14T20:32:14.123008,0.4847,2026-02-14T20:32:14.608352
Msg de hilo 39 - Time: 1771100630.1980503,2026-02-14T20:32:14.609228,1.6780,2026-02-14T20:32:16.288992
Msg de hilo 17 - Time: 1771100630.3993309,2026-02-14T20:32:16.289807,0.1134,2026-02-14T20:32:16.403376
Msg de hilo 14 - Time: 1771100630.4456062,2026-02-14T20:32:16.404178,0.4468,2026-02-14T20:32:16.851544
Msg de hilo 47 - Time: 1771100630.6468105,2026-02-14T20:32:16.852575,0.8533,2026-02-14T20:32:17.706024
Msg de hilo 12 - Time: 1771100630.7391105,2026-02-14T20:32:17.706922,0.1661,2026-02-14T20:32:17.873339
Msg de hilo 35 - Time: 1771100630.7391105,2026-02-14T20:32:17.874182,0.5006,2026-02-14T20:32:18.375396
Msg de hilo 41 - Time: 1771100630.8009286,2026-02-14T20:32:18.376270,0.7833,2026-02-14T20:32:19.160454
Msg de hilo 45 - Time: 1771100630.831966,2026-02-14T20:32:19.161307,0.8242,2026-02-14T20:32:19.985938
Msg de hilo 11 - Time: 1771100630.940225,2026-02-14T20:32:19.986915,0.3552,2026-02-14T20:32:20.342534
Msg de hilo 15 - Time: 1771100630.955391,2026-02-14T20:32:20.343280,0.3662,2026-02-14T20:32:20.709977
Msg de hilo 40 - Time: 1771100631.063547,2026-02-14T20:32:20.710772,0.6581,2026-02-14T20:32:21.369650
Msg de hilo 48 - Time: 1771100631.078854,2026-02-14T20:32:21.370446,0.6787,2026-02-14T20:32:22.049608
Msg de hilo 36 - Time: 1771100631.109857,2026-02-14T20:32:22.050566,0.2092,2026-02-14T20:32:22.259854
Msg de hilo 16 - Time: 1771100631.1564696,2026-02-14T20:32:22.260719,0.4305,2026-02-14T20:32:22.691770
Msg de hilo 38 - Time: 1771100631.171997,2026-02-14T20:32:22.692599,0.5199,2026-02-14T20:32:23.213079
Msg de hilo 10 - Time: 1771100631.2485347,2026-02-14T20:32:23.213903,0.2607,2026-02-14T20:32:23.474883
Msg de hilo 23 - Time: 1771100631.263716,2026-02-14T20:32:23.475704,0.1650,2026-02-14T20:32:23.640996
Msg de hilo 31 - Time: 1771100631.3563433,2026-02-14T20:32:23.641823,0.3465,2026-02-14T20:32:23.988815
Msg de hilo 24 - Time: 1771100631.3715131,2026-02-14T20:32:23.989666,0.1920,2026-02-14T20:32:24.181978
Msg de hilo 30 - Time: 1771100631.402571,2026-02-14T20:32:24.182785,0.2195,2026-02-14T20:32:24.402597
Msg de hilo 26 - Time: 1771100631.4799356,2026-02-14T20:32:24.403629,0.7026,2026-02-14T20:32:25.107031
Msg de hilo 19 - Time: 1771100631.4799356,2026-02-14T20:32:25.107883,0.0158,2026-02-14T20:32:25.123934
Msg de hilo 33 - Time: 1771100631.4954364,2026-02-14T20:32:25.124818,0.1532,2026-02-14T20:32:25.278275
Msg de hilo 5 - Time: 1771100631.6651795,2026-02-14T20:32:25.279078,0.0957,2026-02-14T20:32:25.374965
Msg de hilo 25 - Time: 1771100631.6805618,2026-02-14T20:32:25.375774,0.7375,2026-02-14T20:32:26.114095
Msg de hilo 0 - Time: 1771100631.6962361,2026-02-14T20:32:26.115095,0.0214,2026-02-14T20:32:26.136609
Msg de hilo 32 - Time: 1771100631.7575524,2026-02-14T20:32:26.137445,0.5794,2026-02-14T20:32:26.717556
Msg de hilo 22 - Time: 1771100631.8511517,2026-02-14T20:32:26.718435,0.4231,2026-02-14T20:32:27.142025
Msg de hilo 1 - Time: 1771100631.9286027,2026-02-14T20:32:27.142891,0.3091,2026-02-14T20:32:27.452440
Msg de hilo 49 - Time: 1771100631.9912722,2026-02-14T20:32:27.453370,0.5014,2026-02-14T20:32:27.955343
Msg de hilo 43 - Time: 1771100631.9912722,2026-02-14T20:32:27.956258,0.2493,2026-02-14T20:32:28.205884
Msg de hilo 27 - Time: 1771100632.0228653,2026-02-14T20:32:28.206846,0.5794,2026-02-14T20:32:28.786906
Msg de hilo 44 - Time: 1771100632.0388072,2026-02-14T20:32:28.787805,0.8186,2026-02-14T20:32:29.607392
Msg de hilo 34 - Time: 1771100632.0539596,2026-02-14T20:32:29.608307,1.5839,2026-02-14T20:32:31.193923
Msg de hilo 6 - Time: 1771100632.0695,2026-02-14T20:32:31.194694,0.2016,2026-02-14T20:32:31.396585
Msg de hilo 7 - Time: 1771100632.13213,2026-02-14T20:32:31.397872,0.2707,2026-02-14T20:32:31.668944
Msg de hilo 42 - Time: 1771100632.17881,2026-02-14T20:32:31.669708,1.4509,2026-02-14T20:32:33.122173
Msg de hilo 21 - Time: 1771100632.17881,2026-02-14T20:32:33.123031,0.0595,2026-02-14T20:32:33.182743
Msg de hilo 13 - Time: 1771100632.3505285,2026-02-14T20:32:33.183628,0.0038,2026-02-14T20:32:33.187543
Msg de hilo 29 - Time: 1771100632.397279,2026-02-14T20:32:33.188391,0.8670,2026-02-14T20:32:34.055977
Msg de hilo 18 - Time: 1771100632.4284008,2026-02-14T20:32:34.056962,0.2876,2026-02-14T20:32:34.344948
Msg de hilo 2 - Time: 1771100632.4444366,2026-02-14T20:32:34.345831,0.2599,2026-02-14T20:32:34.606073
Msg de hilo 39 - Time: 1771100632.5384257,2026-02-14T20:32:34.606973,0.3122,2026-02-14T20:32:34.919623
Msg de hilo 3 - Time: 1771100632.5695114,2026-02-14T20:32:34.920459,0.2849,2026-02-14T20:32:35.205755
Msg de hilo 37 - Time: 1771100632.6009138,2026-02-14T20:32:35.206603,0.4622,2026-02-14T20:32:35.669315
Msg de hilo 4 - Time: 1771100632.7253993,2026-02-14T20:32:35.670128,1.1253,2026-02-14T20:32:36.796664
Msg de hilo 46 - Time: 1771100632.8027794,2026-02-14T20:32:36.797535,0.4982,2026-02-14T20:32:37.296370
Msg de hilo 8 - Time: 1771100632.8338013,2026-02-14T20:32:37.297202,0.1275,2026-02-14T20:32:37.424887
Msg de hilo 12 - Time: 1771100633.0983047,2026-02-14T20:32:37.425706,2.0491,2026-02-14T20:32:39.473979
Msg de hilo 20 - Time: 1771100633.2390385,2026-02-14T20:32:39.474827,0.4278,2026-02-14T20:32:39.903108
Msg de hilo 11 - Time: 1771100633.2700746,2026-02-14T20:32:39.904161,0.7215,2026-02-14T20:32:40.626271
Msg de hilo 10 - Time: 1771100633.3643253,2026-02-14T20:32:40.627223,1.5748,2026-02-14T20:32:42.203761
Msg de hilo 47 - Time: 1771100633.3958797,2026-02-14T20:32:42.204690,0.6256,2026-02-14T20:32:42.830994
Msg de hilo 9 - Time: 1771100633.4275527,2026-02-14T20:32:42.831910,2.0979,2026-02-14T20:32:44.931988
Msg de hilo 17 - Time: 1771100633.44308,2026-02-14T20:32:44.932904,1.4873,2026-02-14T20:32:46.421791
Msg de hilo 14 - Time: 1771100633.4740627,2026-02-14T20:32:46.422733,1.0007,2026-02-14T20:32:47.424580
Msg de hilo 31 - Time: 1771100633.5520394,2026-02-14T20:32:47.425393,0.1466,2026-02-14T20:32:47.572211
Msg de hilo 35 - Time: 1771100633.5835004,2026-02-14T20:32:47.573019,0.0910,2026-02-14T20:32:47.664259
Msg de hilo 28 - Time: 1771100633.5995255,2026-02-14T20:32:47.665075,0.0096,2026-02-14T20:32:47.674869
Msg de hilo 15 - Time: 1771100633.7400208,2026-02-14T20:32:47.675875,0.5816,2026-02-14T20:32:48.258150
Msg de hilo 41 - Time: 1771100633.7867334,2026-02-14T20:32:48.259033,0.1720,2026-02-14T20:32:48.431349
Msg de hilo 30 - Time: 1771100633.817247,2026-02-14T20:32:48.432178,0.2920,2026-02-14T20:32:48.724545
Msg de hilo 26 - Time: 1771100633.8635173,2026-02-14T20:32:48.725376,1.4306,2026-02-14T20:32:50.157537
Msg de hilo 19 - Time: 1771100633.8635173,2026-02-14T20:32:50.159166,0.9545,2026-02-14T20:32:51.114719
Msg de hilo 40 - Time: 1771100633.8939455,2026-02-14T20:32:51.115555,0.1382,2026-02-14T20:32:51.253858
Msg de hilo 0 - Time: 1771100634.2178814,2026-02-14T20:32:51.254657,1.1001,2026-02-14T20:32:52.355952
Msg de hilo 23 - Time: 1771100634.2484183,2026-02-14T20:32:52.356744,0.2351,2026-02-14T20:32:52.592184
Msg de hilo 5 - Time: 1771100634.279328,2026-02-14T20:32:52.593052,0.6035,2026-02-14T20:32:53.197242
Msg de hilo 32 - Time: 1771100634.4803936,2026-02-14T20:32:53.198093,1.3404,2026-02-14T20:32:54.539919
Msg de hilo 45 - Time: 1771100634.526612,2026-02-14T20:32:54.540736,0.0555,2026-02-14T20:32:54.596344
Msg de hilo 36 - Time: 1771100634.6344612,2026-02-14T20:32:54.597206,0.6198,2026-02-14T20:32:55.217267
Msg de hilo 48 - Time: 1771100634.6498187,2026-02-14T20:32:55.218182,0.4792,2026-02-14T20:32:55.698026
Msg de hilo 38 - Time: 1771100634.7115939,2026-02-14T20:32:55.698785,1.0336,2026-02-14T20:32:56.733552
Msg de hilo 18 - Time: 1771100634.743031,2026-02-14T20:32:56.734369,0.6311,2026-02-14T20:32:57.366252
Msg de hilo 24 - Time: 1771100634.758424,2026-02-14T20:32:57.367075,0.0621,2026-02-14T20:32:57.429360
Msg de hilo 22 - Time: 1771100634.8047674,2026-02-14T20:32:57.430149,0.4003,2026-02-14T20:32:57.830954
Msg de hilo 1 - Time: 1771100634.8360193,2026-02-14T20:32:57.831829,0.4871,2026-02-14T20:32:58.319483
Msg de hilo 6 - Time: 1771100634.8515172,2026-02-14T20:32:58.320301,0.3458,2026-02-14T20:32:58.666557
Msg de hilo 44 - Time: 1771100634.8823748,2026-02-14T20:32:58.667472,0.0950,2026-02-14T20:32:58.762680
Msg de hilo 33 - Time: 1771100634.9290528,2026-02-14T20:32:58.763531,0.4425,2026-02-14T20:32:59.206629
Msg de hilo 8 - Time: 1771100635.0841036,2026-02-14T20:32:59.207622,0.0075,2026-02-14T20:32:59.215279
Msg de hilo 16 - Time: 1771100635.09945,2026-02-14T20:32:59.216058,0.6690,2026-02-14T20:32:59.885834
Msg de hilo 49 - Time: 1771100635.1150782,2026-02-14T20:32:59.886617,0.6309,2026-02-14T20:33:00.518253
Msg de hilo 4 - Time: 1771100635.1614232,2026-02-14T20:33:00.519077,0.0966,2026-02-14T20:33:00.615883
Msg de hilo 25 - Time: 1771100635.254826,2026-02-14T20:33:00.616706,0.0864,2026-02-14T20:33:00.703320
Msg de hilo 29 - Time: 1771100635.301122,2026-02-14T20:33:00.704094,0.1558,2026-02-14T20:33:00.860126
Msg de hilo 39 - Time: 1771100635.3163068,2026-02-14T20:33:00.861018,0.7881,2026-02-14T20:33:01.649971
Msg de hilo 27 - Time: 1771100635.3318405,2026-02-14T20:33:01.650768,0.0028,2026-02-14T20:33:01.653713
Msg de hilo 37 - Time: 1771100635.3318405,2026-02-14T20:33:01.654124,0.8987,2026-02-14T20:33:02.553797
Msg de hilo 11 - Time: 1771100635.4085193,2026-02-14T20:33:02.554634,0.5808,2026-02-14T20:33:03.136150
Msg de hilo 43 - Time: 1771100635.4391525,2026-02-14T20:33:03.137019,0.3100,2026-02-14T20:33:03.447431
Msg de hilo 46 - Time: 1771100635.4545949,2026-02-14T20:33:03.448310,0.2985,2026-02-14T20:33:03.747272
Msg de hilo 13 - Time: 1771100635.4702003,2026-02-14T20:33:03.748120,0.1818,2026-02-14T20:33:03.930257
Msg de hilo 21 - Time: 1771100635.547101,2026-02-14T20:33:03.931111,0.6456,2026-02-14T20:33:04.577493
Msg de hilo 14 - Time: 1771100635.6553733,2026-02-14T20:33:04.578430,0.0341,2026-02-14T20:33:04.612691
Msg de hilo 42 - Time: 1771100635.808898,2026-02-14T20:33:04.613546,0.6461,2026-02-14T20:33:05.260400
Msg de hilo 2 - Time: 1771100635.8394878,2026-02-14T20:33:05.261252,0.0132,2026-02-14T20:33:05.274612
Msg de hilo 17 - Time: 1771100635.9169807,2026-02-14T20:33:05.275388,0.3332,2026-02-14T20:33:05.609013
Msg de hilo 35 - Time: 1771100635.9479392,2026-02-14T20:33:05.609827,0.4769,2026-02-14T20:33:06.087300
Msg de hilo 7 - Time: 1771100635.9789975,2026-02-14T20:33:06.088125,0.0050,2026-02-14T20:33:06.093267
Msg de hilo 20 - Time: 1771100635.9789975,2026-02-14T20:33:06.093968,0.1760,2026-02-14T20:33:06.270246
Msg de hilo 34 - Time: 1771100636.0095341,2026-02-14T20:33:06.271022,0.3646,2026-02-14T20:33:06.636068
Msg de hilo 19 - Time: 1771100636.0250406,2026-02-14T20:33:06.636952,0.7999,2026-02-14T20:33:07.437776
Msg de hilo 3 - Time: 1771100636.1794555,2026-02-14T20:33:07.438631,0.7582,2026-02-14T20:33:08.197704
Msg de hilo 40 - Time: 1771100636.1949968,2026-02-14T20:33:08.198640,0.1484,2026-02-14T20:33:08.346132
Msg de hilo 31 - Time: 1771100636.3963678,2026-02-14T20:33:08.346999,0.1290,2026-02-14T20:33:08.476231
Msg de hilo 12 - Time: 1771100636.5361185,2026-02-14T20:33:08.477047,0.2455,2026-02-14T20:33:08.722867
Msg de hilo 10 - Time: 1771100636.8170116,2026-02-14T20:33:08.723686,0.0124,2026-02-14T20:33:08.736201
Msg de hilo 41 - Time: 1771100636.8323603,2026-02-14T20:33:08.736740,0.0954,2026-02-14T20:33:08.832397
Msg de hilo 5 - Time: 1771100636.8479946,2026-02-14T20:33:08.833231,0.0325,2026-02-14T20:33:08.865856
Msg de hilo 9 - Time: 1771100636.8479946,2026-02-14T20:33:08.866716,0.4439,2026-02-14T20:33:09.311219
Msg de hilo 32 - Time: 1771100636.894471,2026-02-14T20:33:09.312101,0.2852,2026-02-14T20:33:09.597710
Msg de hilo 30 - Time: 1771100636.986628,2026-02-14T20:33:09.598570,0.5348,2026-02-14T20:33:10.133979
Msg de hilo 26 - Time: 1771100637.142082,2026-02-14T20:33:10.134802,3.1847,2026-02-14T20:33:13.322797
Msg de hilo 33 - Time: 1771100637.1575296,2026-02-14T20:33:13.323633,0.0726,2026-02-14T20:33:13.396497
Msg de hilo 15 - Time: 1771100637.1882982,2026-02-14T20:33:13.397358,0.3031,2026-02-14T20:33:13.700865
Msg de hilo 45 - Time: 1771100637.2816079,2026-02-14T20:33:13.701694,0.2723,2026-02-14T20:33:13.974365
Msg de hilo 47 - Time: 1771100637.2973733,2026-02-14T20:33:13.975170,0.9800,2026-02-14T20:33:14.956243
Msg de hilo 36 - Time: 1771100637.3748577,2026-02-14T20:33:14.957081,0.5856,2026-02-14T20:33:15.543321
Msg de hilo 0 - Time: 1771100637.3903913,2026-02-14T20:33:15.544171,0.5140,2026-02-14T20:33:16.058749
Msg de hilo 48 - Time: 1771100637.483208,2026-02-14T20:33:16.059594,0.4709,2026-02-14T20:33:16.531117
